pop,Geno_Code,CL-blue
7,Z007E0011,143.13
7,Z007E0012,131.37
7,Z007E0013,143.59
7,Z007E0014,127.03
7,Z007E0015,121.13
7,Z007E0016,127.28
7,Z007E0017,108.52
7,Z007E0019,122.89
7,Z007E0020,135.76
7,Z007E0021,151.1
7,Z007E0022,136.08
7,Z007E0023,140.43
7,Z007E0024,139.01
7,Z007E0025,149.08
7,Z007E0026,139.49
7,Z007E0027,123.33
7,Z007E0029,136.54
7,Z007E0030,117.88
7,Z007E0031,138.38
7,Z007E0032,119.86
7,Z007E0033,134.31
7,Z007E0034,112.43
7,Z007E0036,121.46
7,Z007E0037,129.9
7,Z007E0038,146.89
7,Z007E0039,134.53
7,Z007E0040,123.37
7,Z007E0041,128.6
7,Z007E0042,130.87
7,Z007E0043,148.01
7,Z007E0044,125.63
7,Z007E0045,149.77
7,Z007E0046,120.98
7,Z007E0047,123.5
7,Z007E0048,143.32
7,Z007E0049,119.62
7,Z007E0050,140.94
7,Z007E0051,145.08
7,Z007E0052,139.02
7,Z007E0053,152.46
7,Z007E0054,129.43
7,Z007E0055,116.46
7,Z007E0056,114.42
7,Z007E0058,129.7
7,Z007E0059,143.14
7,Z007E0060,144.53
7,Z007E0061,138.65
7,Z007E0062,151.92
7,Z007E0063,125.89
7,Z007E0064,156.57
7,Z007E0065,132.29
7,Z007E0066,136.28
7,Z007E0067,144.97
7,Z007E0069,144.07
7,Z007E0070,147.29
7,Z007E0071,121.91
7,Z007E0072,136.81
7,Z007E0073,122.32
7,Z007E0074,128.55
7,Z007E0075,128.61
7,Z007E0076,146.26
7,Z007E0077,116.39
7,Z007E0078,133.78
7,Z007E0079,130.2
7,Z007E0080,120.87
7,Z007E0081,142.39
7,Z007E0082,119.7
7,Z007E0083,126.26
7,Z007E0084,132.17
7,Z007E0087,141.85
7,Z007E0088,112.15
7,Z007E0089,121.44
7,Z007E0090,136.8
7,Z007E0091,148.59
7,Z007E0092,142.86
7,Z007E0093,136.02
7,Z007E0094,125.27
7,Z007E0095,126.92
7,Z007E0096,144.57
7,Z007E0097,140.1
7,Z007E0098,119.17
7,Z007E0099,133.55
7,Z007E0100,112.67
7,Z007E0101,142.69
7,Z007E0102,124.14
7,Z007E0103,132.65
7,Z007E0104,111.86
7,Z007E0105,135.87
7,Z007E0106,128.36
7,Z007E0107,123.07
7,Z007E0108,119.93
7,Z007E0109,115.27
7,Z007E0110,141.26
7,Z007E0111,130.87
7,Z007E0112,130.5
7,Z007E0114,135.43
7,Z007E0116,112.21
7,Z007E0117,124.64
7,Z007E0118,125.17
7,Z007E0119,153.1
7,Z007E0121,142.43
7,Z007E0123,144.96
7,Z007E0124,128.72
7,Z007E0125,107.18
7,Z007E0127,121.52
7,Z007E0128,107.44
7,Z007E0129,152.42
7,Z007E0130,126.59
7,Z007E0131,128.56
7,Z007E0132,131.95
7,Z007E0133,134.33
7,Z007E0134,160.8
7,Z007E0135,116.48
7,Z007E0136,131.22
7,Z007E0137,126.21
7,Z007E0138,137.72
7,Z007E0139,134.66
7,Z007E0140,114.2
7,Z007E0141,113.81
7,Z007E0142,133.3
7,Z007E0143,128.43
7,Z007E0146,137.83
7,Z007E0147,138.1
7,Z007E0148,161.35
7,Z007E0149,119.57
7,Z007E0150,139.31
7,Z007E0151,126.72
7,Z007E0152,139.85
7,Z007E0153,140.4
7,Z007E0155,137.06
7,Z007E0156,125.62
7,Z007E0157,112.33
7,Z007E0158,129.69
7,Z007E0159,135.35
7,Z007E0160,131.37
7,Z007E0161,139.53
7,Z007E0162,120.11
7,Z007E0163,134.72
7,Z007E0164,114.31
7,Z007E0165,133.05
7,Z007E0166,129.88
7,Z007E0167,153.89
7,Z007E0169,125.74
7,Z007E0170,136.21
7,Z007E0171,175.11
7,Z007E0172,129.32
7,Z007E0173,116.24
7,Z007E0174,153.17
7,Z007E0175,153.18
7,Z007E0176,146.64
7,Z007E0177,149.95
7,Z007E0178,135.25
7,Z007E0179,129.98
7,Z007E0180,113.36
7,Z007E0181,137.42
7,Z007E0182,130.02
7,Z007E0183,136.13
7,Z007E0184,124.87
7,Z007E0185,125.56
7,Z007E0186,128.09
7,Z007E0187,131.96
7,Z007E0188,118.63
7,Z007E0189,124.7
7,Z007E0191,141.65
7,Z007E0192,139.57
7,Z007E0193,136.03
7,Z007E0195,140.91
7,Z007E0197,115.36
7,Z007E0198,123.55
7,Z007E0199,128.02
7,Z007E0200,128.92
8,Z008E0001,126.16
8,Z008E0002,113.41
8,Z008E0003,118.98
8,Z008E0004,136.08
8,Z008E0005,141.33
8,Z008E0006,130.06
8,Z008E0007,124.05
8,Z008E0008,127.47
8,Z008E0009,140.54
8,Z008E0010,143.12
8,Z008E0011,135.32
8,Z008E0012,129.47
8,Z008E0013,129.8
8,Z008E0014,122.05
8,Z008E0015,120.37
8,Z008E0016,132.71
8,Z008E0017,124.23
8,Z008E0019,139.15
8,Z008E0020,113.01
8,Z008E0021,137.8
8,Z008E0023,119.71
8,Z008E0024,112.23
8,Z008E0025,102.34
8,Z008E0026,104.53
8,Z008E0027,138.43
8,Z008E0028,123.7
8,Z008E0029,127.3
8,Z008E0030,117.36
8,Z008E0031,109.48
8,Z008E0032,133.38
8,Z008E0033,125.83
8,Z008E0035,121.57
8,Z008E0036,120.64
8,Z008E0037,130.43
8,Z008E0038,126.58
8,Z008E0039,123.79
8,Z008E0040,140.88
8,Z008E0042,140.04
8,Z008E0044,111.3
8,Z008E0045,119.87
8,Z008E0046,96.9
8,Z008E0047,136.3
8,Z008E0048,128.05
8,Z008E0049,128.9
8,Z008E0050,127.91
8,Z008E0051,115.22
8,Z008E0052,109.84
8,Z008E0054,112.13
8,Z008E0055,117.96
8,Z008E0056,116.96
8,Z008E0057,126.77
8,Z008E0058,128.38
8,Z008E0059,142.39
8,Z008E0060,123.92
8,Z008E0061,117.64
8,Z008E0062,118
8,Z008E0063,131.23
8,Z008E0064,128.02
8,Z008E0065,102.21
8,Z008E0066,136.85
8,Z008E0067,115.1
8,Z008E0068,140.36
8,Z008E0069,136.17
8,Z008E0070,118.14
8,Z008E0071,117.11
8,Z008E0080,146.49
8,Z008E0081,122.78
8,Z008E0082,118.47
8,Z008E0083,152.91
8,Z008E0084,113.85
8,Z008E0087,110.8
8,Z008E0088,135.36
8,Z008E0090,130.6
8,Z008E0091,130.29
8,Z008E0092,121.06
8,Z008E0093,125.39
8,Z008E0094,105.18
8,Z008E0095,109.96
8,Z008E0096,130.23
8,Z008E0097,110.66
8,Z008E0098,121.82
8,Z008E0099,118.36
8,Z008E0100,125.91
8,Z008E0101,109.54
8,Z008E0102,126.38
8,Z008E0103,133.95
8,Z008E0104,121.55
8,Z008E0105,103.14
8,Z008E0106,132.15
8,Z008E0107,120.52
8,Z008E0108,128.75
8,Z008E0109,101.13
8,Z008E0110,105.92
8,Z008E0111,127.58
8,Z008E0112,141.7
8,Z008E0113,120.7
8,Z008E0114,111.29
8,Z008E0115,129.3
8,Z008E0116,131.61
8,Z008E0117,117.19
8,Z008E0118,121.9
8,Z008E0119,136.7
8,Z008E0120,145.65
8,Z008E0121,122.7
8,Z008E0122,134.24
8,Z008E0123,121.4
8,Z008E0124,119.06
8,Z008E0125,121.59
8,Z008E0126,128
8,Z008E0127,119.03
8,Z008E0128,110.65
8,Z008E0129,124.93
8,Z008E0130,133.11
8,Z008E0131,124.19
8,Z008E0132,110.89
8,Z008E0133,108.45
8,Z008E0135,119.39
8,Z008E0136,121.39
8,Z008E0137,115.42
8,Z008E0139,138.49
8,Z008E0140,134.47
8,Z008E0141,119.92
8,Z008E0142,139.71
8,Z008E0144,119.82
8,Z008E0145,137.76
8,Z008E0147,129.57
8,Z008E0148,108.47
8,Z008E0149,125.05
8,Z008E0150,119.79
8,Z008E0151,117.54
8,Z008E0152,125.77
8,Z008E0153,104.61
8,Z008E0155,119.51
8,Z008E0156,115.68
8,Z008E0157,121.03
8,Z008E0158,150.55
8,Z008E0159,113.2
8,Z008E0160,101
8,Z008E0161,124.8
8,Z008E0162,136.78
8,Z008E0163,110.77
8,Z008E0164,114.3
8,Z008E0165,142.38
8,Z008E0166,121.31
8,Z008E0167,119.31
8,Z008E0168,116.12
8,Z008E0169,121.06
8,Z008E0170,161.32
8,Z008E0171,118
8,Z008E0172,121.08
8,Z008E0174,111.23
8,Z008E0175,133.08
8,Z008E0176,126.9
8,Z008E0177,119.84
8,Z008E0178,135.01
8,Z008E0179,126.13
8,Z008E0180,136.44
8,Z008E0181,114.84
8,Z008E0182,140.67
8,Z008E0184,134.18
8,Z008E0185,113.11
8,Z008E0186,117.7
8,Z008E0187,131.99
8,Z008E0188,125.4
8,Z008E0189,117.12
8,Z008E0191,126.81
8,Z008E0192,104.03
8,Z008E0193,131.92
8,Z008E0194,114.89
8,Z008E0195,122.32
8,Z008E0196,132.53
8,Z008E0197,112.2
8,Z008E0198,107.62
8,Z008E0199,116.25
8,Z008E0200,98.95
9,Z009E0008,132.32
9,Z009E0009,145.93
9,Z009E0010,152.71
9,Z009E0012,128.26
9,Z009E0013,128.92
9,Z009E0014,140.92
9,Z009E0015,129.97
9,Z009E0016,132.33
9,Z009E0018,119.06
9,Z009E0019,144.49
9,Z009E0020,131.97
9,Z009E0021,134.96
9,Z009E0022,141.34
9,Z009E0023,129.09
9,Z009E0024,135.98
9,Z009E0025,137.66
9,Z009E0026,128.33
9,Z009E0027,123.96
9,Z009E0028,157.55
9,Z009E0029,134.89
9,Z009E0030,138.35
9,Z009E0031,122.49
9,Z009E0032,120.04
9,Z009E0033,148.64
9,Z009E0034,133.08
9,Z009E0035,131.58
9,Z009E0036,136.04
9,Z009E0037,133.81
9,Z009E0038,104.59
9,Z009E0039,114.46
9,Z009E0040,143.22
9,Z009E0041,133.28
9,Z009E0042,115.75
9,Z009E0043,131.37
9,Z009E0044,139.73
9,Z009E0045,147.63
9,Z009E0047,126.51
9,Z009E0048,116.09
9,Z009E0049,149.27
9,Z009E0050,115.55
9,Z009E0051,143.72
9,Z009E0053,139.36
9,Z009E0054,129.44
9,Z009E0055,128.68
9,Z009E0056,144.32
9,Z009E0057,131.42
9,Z009E0058,126.36
9,Z009E0059,129.45
9,Z009E0060,114.86
9,Z009E0061,149.16
9,Z009E0062,125.82
9,Z009E0063,136.19
9,Z009E0064,126.21
9,Z009E0066,123.62
9,Z009E0067,122.69
9,Z009E0068,146.75
9,Z009E0069,121.22
9,Z009E0070,131.93
9,Z009E0071,133.78
9,Z009E0072,125.58
9,Z009E0073,134.05
9,Z009E0074,118.17
9,Z009E0075,135.52
9,Z009E0076,142.98
9,Z009E0077,128.37
9,Z009E0078,107.77
9,Z009E0079,134.89
9,Z009E0080,110.73
9,Z009E0082,103.94
9,Z009E0083,135.1
9,Z009E0084,129.66
9,Z009E0085,136.26
9,Z009E0086,153.34
9,Z009E0087,116.46
9,Z009E0088,117.35
9,Z009E0089,132.39
9,Z009E0090,134.38
9,Z009E0091,125.46
9,Z009E0092,133.39
9,Z009E0093,106.09
9,Z009E0094,112.66
9,Z009E0095,128.54
9,Z009E0096,110.19
9,Z009E0097,99.13
9,Z009E0098,138.11
9,Z009E0100,125.87
9,Z009E0101,133.33
9,Z009E0102,146.65
9,Z009E0103,130.52
9,Z009E0104,142.31
9,Z009E0105,120.02
9,Z009E0106,128.57
9,Z009E0107,113.68
9,Z009E0108,132.54
9,Z009E0109,127.65
9,Z009E0110,130.48
9,Z009E0111,137.87
9,Z009E0112,109.78
9,Z009E0113,148.15
9,Z009E0114,128.94
9,Z009E0115,129.86
9,Z009E0116,137.39
9,Z009E0117,110.54
9,Z009E0118,126
9,Z009E0119,138.97
9,Z009E0120,139.8
9,Z009E0121,120.1
9,Z009E0122,103.31
9,Z009E0123,126.94
9,Z009E0124,140.61
9,Z009E0125,122.46
9,Z009E0126,119.89
9,Z009E0127,117.43
9,Z009E0128,118.21
9,Z009E0129,133.9
9,Z009E0130,129.81
9,Z009E0131,132.83
9,Z009E0132,151.1
9,Z009E0133,125.82
9,Z009E0134,145.71
9,Z009E0135,123.05
9,Z009E0136,135.66
9,Z009E0137,128.2
9,Z009E0138,130.64
9,Z009E0139,126.73
9,Z009E0140,116.88
9,Z009E0141,125.32
9,Z009E0142,141.69
9,Z009E0143,127.87
9,Z009E0144,157.86
9,Z009E0146,151.58
9,Z009E0147,146.06
9,Z009E0149,146.74
9,Z009E0150,131.03
9,Z009E0151,144.71
9,Z009E0152,148.62
9,Z009E0153,138.18
9,Z009E0154,137.32
9,Z009E0155,145.65
9,Z009E0156,129.35
9,Z009E0157,140.29
9,Z009E0158,140.06
9,Z009E0159,134.69
9,Z009E0161,178.67
9,Z009E0162,132.9
9,Z009E0163,145.21
9,Z009E0164,121.32
9,Z009E0165,155.71
9,Z009E0166,137.11
9,Z009E0167,143.84
9,Z009E0168,136.44
9,Z009E0169,137.32
9,Z009E0170,144.61
9,Z009E0173,120.1
9,Z009E0174,136.74
9,Z009E0175,116.84
9,Z009E0176,127.77
9,Z009E0177,115.7
9,Z009E0179,134.75
9,Z009E0180,135.46
9,Z009E0181,105.19
9,Z009E0182,132.41
9,Z009E0183,119.13
9,Z009E0184,129.17
9,Z009E0186,131.34
9,Z009E0187,134.11
9,Z009E0190,152.43
9,Z009E0191,144.28
9,Z009E0192,124.8
9,Z009E0193,122.6
9,Z009E0194,121.64
9,Z009E0196,135.15
9,Z009E0197,133.01
9,Z009E0198,123.09
9,Z009E0199,127.77
9,Z009E0200,130.13
10,Z010E0001,140.42
10,Z010E0002,134.23
10,Z010E0003,146.65
10,Z010E0007,128.56
10,Z010E0008,115.88
10,Z010E0009,108.3
10,Z010E0010,127.91
10,Z010E0011,119.93
10,Z010E0012,119.02
10,Z010E0013,121.16
10,Z010E0015,116.37
10,Z010E0017,119.52
10,Z010E0018,135.37
10,Z010E0021,108.22
10,Z010E0022,138.75
10,Z010E0023,116.2
10,Z010E0024,132.31
10,Z010E0025,123.38
10,Z010E0026,127.49
10,Z010E0027,132.88
10,Z010E0028,109.46
10,Z010E0029,152.4
10,Z010E0030,113.9
10,Z010E0032,120.4
10,Z010E0033,140.5
10,Z010E0034,157.47
10,Z010E0035,128.81
10,Z010E0036,154.67
10,Z010E0037,118.23
10,Z010E0038,129.35
10,Z010E0039,136.27
10,Z010E0040,114.44
10,Z010E0041,124.4
10,Z010E0042,123.71
10,Z010E0043,144.58
10,Z010E0044,127.78
10,Z010E0045,120.52
10,Z010E0046,127.75
10,Z010E0047,129.51
10,Z010E0048,120.37
10,Z010E0049,97.74
10,Z010E0050,127.96
10,Z010E0051,125.5
10,Z010E0052,134.88
10,Z010E0053,135.87
10,Z010E0054,140.34
10,Z010E0055,143.75
10,Z010E0056,138.47
10,Z010E0057,132.89
10,Z010E0058,113.28
10,Z010E0059,126.63
10,Z010E0060,128.97
10,Z010E0061,156.52
10,Z010E0062,136.52
10,Z010E0063,127.7
10,Z010E0064,127.81
10,Z010E0065,116.92
10,Z010E0066,100.42
10,Z010E0067,126.59
10,Z010E0068,135.38
10,Z010E0069,159.86
10,Z010E0070,115.72
10,Z010E0071,133.94
10,Z010E0072,138.21
10,Z010E0075,134.74
10,Z010E0076,123.94
10,Z010E0077,118.33
10,Z010E0078,118.85
10,Z010E0079,112.59
10,Z010E0080,131.88
10,Z010E0081,105.81
10,Z010E0082,102.5
10,Z010E0083,149.49
10,Z010E0084,117.27
10,Z010E0085,116.36
10,Z010E0086,118.44
10,Z010E0087,110.73
10,Z010E0088,121.48
10,Z010E0089,131.96
10,Z010E0090,119.28
10,Z010E0091,136.53
10,Z010E0092,114.08
10,Z010E0094,123.56
10,Z010E0095,125.28
10,Z010E0098,110.91
10,Z010E0099,121.16
10,Z010E0100,118.21
10,Z010E0101,127.42
10,Z010E0103,118.99
10,Z010E0104,129.95
10,Z010E0105,110.76
10,Z010E0106,131.21
10,Z010E0107,108.43
10,Z010E0108,119.74
10,Z010E0110,156.39
10,Z010E0111,114.67
10,Z010E0112,137.6
10,Z010E0113,129.96
10,Z010E0114,122.69
10,Z010E0115,122.56
10,Z010E0116,121.42
10,Z010E0117,123.36
10,Z010E0118,124.97
10,Z010E0119,137.37
10,Z010E0120,142.83
10,Z010E0121,130.37
10,Z010E0122,132.26
10,Z010E0123,119.1
10,Z010E0124,146.83
10,Z010E0125,116.93
10,Z010E0126,110.48
10,Z010E0127,124.79
10,Z010E0128,140.61
10,Z010E0129,109.84
10,Z010E0130,130.55
10,Z010E0131,137.79
10,Z010E0132,123.71
10,Z010E0133,125.61
10,Z010E0134,131.8
10,Z010E0135,120.56
10,Z010E0136,147.79
10,Z010E0137,118.84
10,Z010E0138,144.62
10,Z010E0139,132
10,Z010E0141,122.84
10,Z010E0142,134.75
10,Z010E0143,122.61
10,Z010E0144,120.5
10,Z010E0145,134.03
10,Z010E0147,138.3
10,Z010E0148,134.5
10,Z010E0149,131.89
10,Z010E0150,119.77
10,Z010E0151,99.08
10,Z010E0153,140.29
10,Z010E0154,130.51
10,Z010E0155,104.13
10,Z010E0156,129.21
10,Z010E0157,122.87
10,Z010E0158,128.42
10,Z010E0159,132.76
10,Z010E0160,131.79
10,Z010E0161,124.08
10,Z010E0162,132.91
10,Z010E0163,128.01
10,Z010E0164,134.56
10,Z010E0165,126.25
10,Z010E0166,139.6
10,Z010E0167,139.52
10,Z010E0169,139.9
10,Z010E0170,152.74
10,Z010E0171,135.13
10,Z010E0172,136.6
10,Z010E0173,160.24
10,Z010E0174,121.72
10,Z010E0175,126.07
10,Z010E0176,128.97
10,Z010E0178,112.57
10,Z010E0179,123.18
10,Z010E0180,105.37
10,Z010E0181,139.28
10,Z010E0182,111.56
10,Z010E0184,111.41
10,Z010E0185,117.67
10,Z010E0186,123
10,Z010E0187,117.53
10,Z010E0188,127.07
10,Z010E0189,127.59
10,Z010E0190,111.27
10,Z010E0191,163.08
10,Z010E0192,122.47
10,Z010E0193,141.35
10,Z010E0194,162.09
10,Z010E0196,122.25
10,Z010E0197,128.72
10,Z010E0198,128.41
10,Z010E0200,140.1
11,Z011E0001,107.65
11,Z011E0002,117.31
11,Z011E0003,113.17
11,Z011E0004,115.17
11,Z011E0005,122.12
11,Z011E0006,105.29
11,Z011E0007,129.01
11,Z011E0008,127.92
11,Z011E0010,120.15
11,Z011E0011,128.75
11,Z011E0012,126.93
11,Z011E0013,108.82
11,Z011E0014,111.66
11,Z011E0015,107.43
11,Z011E0016,120.25
11,Z011E0017,112.31
11,Z011E0018,132.07
11,Z011E0019,132.91
11,Z011E0020,110.98
11,Z011E0021,117.03
11,Z011E0022,108.83
11,Z011E0023,122.63
11,Z011E0024,107.11
11,Z011E0025,108.41
11,Z011E0026,119.25
11,Z011E0027,108.07
11,Z011E0028,118.25
11,Z011E0029,119.17
11,Z011E0030,111.61
11,Z011E0031,106.11
11,Z011E0032,144.17
11,Z011E0033,139.2
11,Z011E0034,137.25
11,Z011E0035,114.98
11,Z011E0036,123.69
11,Z011E0037,142.71
11,Z011E0038,118.52
11,Z011E0039,110.81
11,Z011E0041,108.82
11,Z011E0043,105.69
11,Z011E0044,94.45
11,Z011E0045,135.28
11,Z011E0046,129.07
11,Z011E0047,104.82
11,Z011E0048,118.98
11,Z011E0049,124.7
11,Z011E0050,102.03
11,Z011E0051,124.3
11,Z011E0052,108.75
11,Z011E0053,118.05
11,Z011E0054,105.11
11,Z011E0055,110.47
11,Z011E0056,106.5
11,Z011E0057,116.57
11,Z011E0058,117.83
11,Z011E0059,109.87
11,Z011E0062,113.04
11,Z011E0063,124.1
11,Z011E0064,102.39
11,Z011E0065,120.91
11,Z011E0067,115.5
11,Z011E0068,119.94
11,Z011E0069,114.83
11,Z011E0070,105.68
11,Z011E0071,136.66
11,Z011E0072,127.81
11,Z011E0073,121.85
11,Z011E0074,118.52
11,Z011E0075,108.6
11,Z011E0076,116.57
11,Z011E0077,116.84
11,Z011E0080,114.39
11,Z011E0081,108.76
11,Z011E0082,96.32
11,Z011E0083,131.26
11,Z011E0084,107.63
11,Z011E0085,105.13
11,Z011E0086,115.21
11,Z011E0087,117.2
11,Z011E0088,119.93
11,Z011E0089,109.16
11,Z011E0090,100.88
11,Z011E0091,102.45
11,Z011E0092,116.07
11,Z011E0093,121.26
11,Z011E0094,132.06
11,Z011E0095,107.73
11,Z011E0096,105.6
11,Z011E0098,104.02
11,Z011E0099,117.69
11,Z011E0100,108.52
11,Z011E0101,128.64
11,Z011E0102,128.3
11,Z011E0103,108.94
11,Z011E0104,104.78
11,Z011E0106,109.36
11,Z011E0107,104.24
11,Z011E0108,113.07
11,Z011E0109,106.45
11,Z011E0110,132.67
11,Z011E0111,127.45
11,Z011E0112,91.09
11,Z011E0113,121.6
11,Z011E0115,110.01
11,Z011E0116,118.86
11,Z011E0120,106.13
11,Z011E0121,108.63
11,Z011E0122,130.58
11,Z011E0123,118.47
11,Z011E0124,112.59
11,Z011E0125,137.45
11,Z011E0126,113.68
11,Z011E0127,128.22
11,Z011E0128,102.48
11,Z011E0129,103.82
11,Z011E0130,129.91
11,Z011E0131,104.74
11,Z011E0132,104.43
11,Z011E0133,113.86
11,Z011E0134,135
11,Z011E0135,144.75
11,Z011E0136,126.22
11,Z011E0137,126.74
11,Z011E0138,147.22
11,Z011E0139,96.86
11,Z011E0140,110.56
11,Z011E0141,92.84
11,Z011E0142,97.39
11,Z011E0143,138.1
11,Z011E0144,92.98
11,Z011E0145,113.42
11,Z011E0146,138.93
11,Z011E0147,135.35
11,Z011E0148,121.35
11,Z011E0149,126.55
11,Z011E0150,119.1
11,Z011E0151,108.25
11,Z011E0152,102.83
11,Z011E0153,123.22
11,Z011E0155,122.11
11,Z011E0156,132.88
11,Z011E0157,134.67
11,Z011E0158,102.05
11,Z011E0159,121.66
11,Z011E0160,117.29
11,Z011E0162,115.69
11,Z011E0163,124.71
11,Z011E0164,105.23
11,Z011E0165,120.45
11,Z011E0166,144.71
11,Z011E0167,101.34
11,Z011E0168,117.17
11,Z011E0169,110.54
11,Z011E0170,115.53
11,Z011E0171,127.63
11,Z011E0172,113.8
11,Z011E0173,128.9
11,Z011E0174,94.11
11,Z011E0175,110.11
11,Z011E0176,117.76
11,Z011E0177,124.34
11,Z011E0178,105.65
11,Z011E0179,118.42
11,Z011E0180,109.5
11,Z011E0181,103.26
11,Z011E0182,141.04
11,Z011E0183,116.13
11,Z011E0184,119.56
11,Z011E0185,134.26
11,Z011E0186,120.63
11,Z011E0187,132.89
11,Z011E0188,106.66
11,Z011E0189,130.93
11,Z011E0190,113.62
11,Z011E0191,104.66
11,Z011E0192,107.76
11,Z011E0193,122.02
11,Z011E0194,105
11,Z011E0195,103.61
11,Z011E0196,126.75
11,Z011E0198,123.79
11,Z011E0199,117.07
11,Z011E0200,125.37
12,Z012E0001,142.37
12,Z012E0002,126.19
12,Z012E0003,113.37
12,Z012E0004,131.47
12,Z012E0005,114.74
12,Z012E0006,125.88
12,Z012E0008,133.49
12,Z012E0009,137.37
12,Z012E0010,130.45
12,Z012E0011,139.67
12,Z012E0012,152.8
12,Z012E0013,121.87
12,Z012E0014,135.89
12,Z012E0016,135.15
12,Z012E0017,134.6
12,Z012E0018,128.91
12,Z012E0019,100.59
12,Z012E0020,117.83
12,Z012E0021,145.01
12,Z012E0022,140.42
12,Z012E0023,135.6
12,Z012E0024,136
12,Z012E0025,120.99
12,Z012E0026,129.72
12,Z012E0027,116.07
12,Z012E0028,112.21
12,Z012E0029,123.96
12,Z012E0030,135.02
12,Z012E0031,162.22
12,Z012E0033,134.05
12,Z012E0035,111.21
12,Z012E0036,149.87
12,Z012E0037,139.12
12,Z012E0038,114.76
12,Z012E0040,115.79
12,Z012E0041,118.91
12,Z012E0042,157.35
12,Z012E0043,135.39
12,Z012E0044,142.57
12,Z012E0045,123.27
12,Z012E0046,118.33
12,Z012E0047,149.59
12,Z012E0048,147.02
12,Z012E0049,120.69
12,Z012E0050,133.78
12,Z012E0051,143.16
12,Z012E0053,139.98
12,Z012E0054,125.08
12,Z012E0056,150.04
12,Z012E0057,121.43
12,Z012E0058,158.91
12,Z012E0059,146.42
12,Z012E0060,125.98
12,Z012E0061,127.75
12,Z012E0062,130.66
12,Z012E0063,127.45
12,Z012E0064,150.58
12,Z012E0065,140.22
12,Z012E0067,137.9
12,Z012E0068,131.05
12,Z012E0069,128.17
12,Z012E0070,133.73
12,Z012E0071,134.15
12,Z012E0072,120.51
12,Z012E0073,138.89
12,Z012E0074,128.88
12,Z012E0075,131.76
12,Z012E0076,146.13
12,Z012E0077,129.42
12,Z012E0078,118.88
12,Z012E0079,128.35
12,Z012E0080,129.27
12,Z012E0081,124.21
12,Z012E0082,135
12,Z012E0083,120.03
12,Z012E0084,143.64
12,Z012E0085,137.7
12,Z012E0086,150.66
12,Z012E0087,119.79
12,Z012E0088,130.38
12,Z012E0089,136.52
12,Z012E0090,126.25
12,Z012E0091,123.91
12,Z012E0092,140.97
12,Z012E0093,135.25
12,Z012E0094,128.01
12,Z012E0095,128.78
12,Z012E0096,142.82
12,Z012E0097,113.26
12,Z012E0098,132.23
12,Z012E0099,137.21
12,Z012E0100,118.07
12,Z012E0101,128.27
12,Z012E0102,143.79
12,Z012E0103,137.85
12,Z012E0104,141.06
12,Z012E0106,137.65
12,Z012E0107,137.13
12,Z012E0108,140.9
12,Z012E0109,148.15
12,Z012E0110,137.66
12,Z012E0111,129.47
12,Z012E0112,136.99
12,Z012E0113,147.79
12,Z012E0114,142.03
12,Z012E0115,121.64
12,Z012E0116,168.53
12,Z012E0117,141.57
12,Z012E0119,144.65
12,Z012E0120,138.51
12,Z012E0121,108.35
12,Z012E0122,136.11
12,Z012E0123,146.02
12,Z012E0124,153.6
12,Z012E0125,108.59
12,Z012E0126,137.66
12,Z012E0127,132.25
12,Z012E0129,131.68
12,Z012E0130,126.15
12,Z012E0132,123.44
12,Z012E0133,114.81
12,Z012E0134,137.47
12,Z012E0135,126.78
12,Z012E0136,132.42
12,Z012E0137,127.82
12,Z012E0138,133.09
12,Z012E0139,140.77
12,Z012E0141,165.02
12,Z012E0142,141.78
12,Z012E0143,125.55
12,Z012E0144,136.66
12,Z012E0145,151.11
12,Z012E0147,152.08
12,Z012E0148,138.53
12,Z012E0149,115.1
12,Z012E0150,128.44
12,Z012E0151,136.81
12,Z012E0152,123.57
12,Z012E0154,126.11
12,Z012E0155,128.69
12,Z012E0159,125.99
12,Z012E0160,126.69
12,Z012E0161,125.03
12,Z012E0163,162.08
12,Z012E0164,125.15
12,Z012E0165,142.04
12,Z012E0166,127.11
12,Z012E0167,142.63
12,Z012E0168,134.27
12,Z012E0169,119.56
12,Z012E0170,146.3
12,Z012E0171,131.14
12,Z012E0172,121.15
12,Z012E0173,134.74
12,Z012E0174,133.59
12,Z012E0175,132.03
12,Z012E0176,116.78
12,Z012E0177,139.72
12,Z012E0178,140.36
12,Z012E0180,140.88
12,Z012E0181,122.77
12,Z012E0182,144.98
12,Z012E0183,135.83
12,Z012E0184,125.6
12,Z012E0185,135.49
12,Z012E0186,135.49
12,Z012E0187,121.37
12,Z012E0188,132.86
12,Z012E0189,150.22
12,Z012E0190,133.81
12,Z012E0191,120.13
12,Z012E0192,119.98
12,Z012E0193,130.3
12,Z012E0194,132.92
12,Z012E0195,147.26
12,Z012E0196,121.48
12,Z012E0197,128.9
12,Z012E0198,133.9
12,Z012E0199,129.89
12,Z012E0200,125.78
13,Z013E0001,112.01
13,Z013E0002,155.25
13,Z013E0003,159.58
13,Z013E0004,100.47
13,Z013E0005,134.92
13,Z013E0006,126.75
13,Z013E0007,124.11
13,Z013E0009,115.06
13,Z013E0010,142.65
13,Z013E0012,143.74
13,Z013E0013,129.09
13,Z013E0014,102.32
13,Z013E0015,135.35
13,Z013E0016,125.79
13,Z013E0018,158.11
